0135fa2d321f42cbb65d5e5f6e5a0d25	2900	0	144
04c2bec8b7836db6c0b4cefd20aabdee	2900	0	90
08b589b5cbe76fbe0d401c947d6e63ff	2900	0	178.5
09bbdb40d9399ee0cf56ffa45949df4c	2900	0	145
0b958af95c9aba4f8857fb75f5d1b4d1	392	0	160
119135b9ee7a095c9c886642c10f9c15	2900	0	174
14a18b5e92a6e5ac33a1adeecf842b93	2900	0	145
17002cca434f45b8734be7ec9052851e	2900	0	90
19fd067bb00914028c88674d57de2224	2900	0	150
1ae8e00a1704293b54e783adcbdd04e4	2900	0	187.5
1b0aaf2cc34c6d3321cec8f3131cc84b	1100	0	115
1c4e5b993282b4a9e08cbf38f49920fe	2900	0	151
1c7461909ad2e848fe0ab5e0affd847b	2900	0	174
1d5f45491e9be676e38ac9d6c05776f5	2900	0	148.75
1dadb41ce5747023f19dd3488955c5a6	2900	0	152
213d9ad2a16c06258e71bc93139ee242	2900	0	144
227ca0d4a7af8444e7b3b1eb901b07a5	2900	0	85
22e1650eb49ae013ca70be47c3c66914	2900	0	150
2353fa8f746416aeff9bc23f0111f32d	2900	0	150
23b11bae7494fa0e5c4a35f215d0856b	2900	0	146.5
245952f53b6fbd1f4cee78609e710ccf	2900	0	146.5
2813645b1b6c62cdea4d70bc79cd5ba0	2900	0	152
29c66d179e91887ee7cbc8eb2ef676b0	2900	0	153
29f754bd3ed99f3dccfcb839ce49d2b2	2900	0	174
3046521746833410e7a29ea864660f38	2900	0	152
308b6b2abb0532648e6431ab907269bc	2900	0	151
3187521e553c9cdb52468b78d2ac38fe	2900	0	152
31ca34ee1935b70cc54cc40411354dab	2900	0	150
35f191143583484798553db4ec4dd31b	2900	0	152
36d28dd35222b96d9d0af6c40021d6bd	5510	0	125
36d28dd35222b96d9d0af6c40021d6bd	5512	0	125
38d7cca58973f4fd0af0d6b8df417109	2900	0	152
3a937831addd69fc31dd72f7dccb44ed	2900	0	152
3cd83a32c63814bd18167d94ce4c8aa4	2900	0	151
3d0d4156a10300e942915afcb08f943e	2900	0	153.5
3d13b52c4dc8fa8c6d93a201d93deca5	2900	0	151
404da2d2e783e17dab6c8f0d89aaf80d	2900	0	155
4271ff39e2a7101fe4c26b368a1d84c0	2900	0	153.5
432f8e47a4474ba464ea8ce657e92f55	2900	0	90
4604c30a226a4b03dd577f2a5b64650d	2900	0	153
4762c68a6296115a73299ea5fe250946	2900	0	153
48357f8253b305036122f866c3e20a27	2900	0	145
48f2e88f570f5150e1643cb3dffbc741	1100	0	173
495659d6e69fd302847d49b1a8c8a22b	2900	0	151
4cd7209aaf9b0e2e1dc3df2240bf09b2	2900	0	152
4dbb54852bc516a825630452e7b986ba	2900	0	150
4eaccd06381d5f0675fde1be30168b9a	2900	0	152
4f7138ce0c5bd2efc267fbb04a238044	2900	0	150
525a22f5394f4f983d6e3a11d6a365d5	2900	0	151
5646e06780e97f5376f85dd947af2656	2900	0	153.5
5806ee53f0e17a92371d6787729e13b2	2900	0	178.5
586f5a20b4a17f7b21b76396c30d329c	2900	0	90
5fc7206def3e91751c4b5abe67022afa	2900	0	153
5fd2fb6b22a0783223274e5c6fe3d426	2900	0	144.25
6108d426f40e147bb1e2c042374679aa	2900	0	153
626d03124929736701a320fe82dc5d60	2900	0	148
635f3f481faa7f491b03bd145e0d1e2e	2900	0	153
64af8b36852557df97e3c9bd3aa1f59c	2900	0	174
659f049c09bba82c244a173ab3c23502	1100	0	172
66043e4458646b7b3041f6f034994c23	2900	0	153
66e432e50f199a4e2ddbf8a911a97c73	2900	0	152
68bf14b4342cfe9346852bdc2346ccb1	2900	0	153
694acaddc0e9508dd786a87f7c67a4d9	2900	0	174
69a747a85aed6e74aa2c73383b0e0028	2900	0	90
6b949cc794ee41271e2f93795b75f852	2900	0	153
6c2481491c5ea342ca53acb5ba2f72c7	2900	0	183
6c2cbee3d53e593497df46ceeecc9df5	1210	0	135
6cdce0902b09fdb33bdc3f99a6319609	2900	0	151
6cf07546f9278b5fd00caa0319507f20	2900	0	152
6ec954ba050058d9ea0beb26cda04536	2900	0	145
6ef42a766da011927354c130572082a0	2900	0	151
71049400aaaa01e79883dfa5fe3fe413	2900	0	145
7179f2007f1a5464ae5c325e0ee06416	2900	0	150
7394f486b4e71c3ce0576caa5ab5a90f	2900	0	150
7440956036efe966c4c327e1a3e48885	2900	0	174
74831128b3ff0780ebe19d19d4625a94	2900	0	152
75e4b855a8b793b7295f2a6d1c7ac9fd	2900	0	151
7e9eb3f360bd8546afc4095f4a42267e	2900	0	151
8043eb5be0057cf1e09057c24b91dda3	2900	0	145
842983a5b63ac5928e36a6abbcd3c269	2900	0	152
88d027db96550e78fc4f8edf444e7f40	2900	0	150
88de7065be623a093d21b6f0a4c1d0f7	2900	0	90
8e2b1760637847a35740a8c60be74080	2900	0	174
8f8395dae673fd0a58d56a03762f990c	392	0	160
9185564d092d516cc6a19ac478437832	2900	0	152
91bc21b0af1a6633bbbe513520380cdd	2900	0	153.6666667
958becc4851393170284e693c4cdfe20	2900	0	150
9633c9bd73b58dddf637ad5b23097f58	2900	0	150
97283efd952f80b7a4d44a9593c8bc81	2900	0	146.5
97a4d74505881f72152eba632d0836e0	2900	0	153
9aca2e240506a23bc4f82998dbf33717	2900	0	155
9c0d73ce66aeac4cafb35f9cdf865974	2900	0	145
9ce201e5f7021d7bda78fd909996b655	2900	0	153.5
9cf79e531c8c7a106c78bac14579574b	2900	0	174
9f01c6f07efa2c5d3f75bf63a59dbeeb	2900	0	151
a3f9466734601d8716a419174c803107	2900	0	145
a4107204be8e36ae4a020369373fa041	2900	0	174
a493b849c9d0f063b0f885e87900768c	2900	0	100
a5108fb1e402d7578720e301c27c4574	2900	0	151
a69f9c94e40bcd41de4754f8c0f5a843	2900	0	155
a6cc25c5059ff8dbf2eaff3fdfa00986	2900	0	151
a7b80b8a73496a9120f6cf48e58f8670	1100	0	171
a9744930dfa1266faff349909b5844b1	2900	0	145
aa8f9e88f39459a6f2edf34e5d5944d8	2900	0	152
ad18be0649319d92a7ce4aad8ded6c94	2900	0	151
b097667f35fb47a0df2349b808221700	2900	0	174
b19e08dbc3a84a9e40071ec2e243f616	2900	0	178.5
b47335be0906117591cd92ff89025c9e	2900	0	174
b631e20e25f0cb089eb643837299594b	2900	0	152
b6fb05a1404378fdbd9ad61a0e4d4d4f	2900	0	90
b879bb4052c899856c547fb82a206b0a	2900	0	153
b879bb4052c899856c547fb82a206b0a	7010	0	154
b8e9341a2142e67a17061ccf2feae771	2900	0	151
bb46d9765b0d31cc7c4d2e971917e379	2900	0	170
be45cafe6f2a6e95554707ec675c346b	2900	0	155
c04f2d9e3ccf72035536c0449894534f	2900	0	155
c178b40f22b8c1ec32029bd755e912e9	2900	0	152
c215ed77cba84f9ae0c2c20102ceef01	2900	0	152
c2c49e7577e23b536754031cb1e3e782	2900	0	153
c301001083aefeb4f7c9e070dd975fde	2900	0	152.3333333
c77320ae08d255b7d1b6252b1ae81e19	2900	0	174
c7cd69fb458a1b467b533709e7e4479d	2900	0	152
ca97ad349b812c0157eb4001dccf8aa9	2900	0	90
cdfa4b74d5255cf9e1ff93ba45c2ea7c	2900	0	145
cf5fd107a944e5c1f413bcd73c8a3fd0	2900	0	153
d002d0af5e3d76a0bb66350a7f0f52ae	2900	0	145
d1065ef624e85dbba035ef4981bde8b2	2900	0	174
d4e94f3aab5f51dbd236117825b225ea	2900	0	152
d7759a71b8ba7b10721558a467a53bb5	2900	0	90
da87470af3b675ca5968736ef0aa9aa0	2900	0	155
de60d2499079efb889ce0657e3e55b7b	2900	0	153
e14b039c2352734ebca1b2b1250f06eb	2900	0	150
e4271157996742ee32b1bcf6da5de1f1	2900	0	152
e474853b6519d86d41e64cf95187126d	2900	0	161
e4aa4d43f47175b5bf3346163cac500a	2900	0	145
e66ce38aec0474b9f86cfaaa07d44c6d	2900	0	152
e67da53e64ee10168a14d5b1bf44cdda	2900	0	153
e76d688591f2056f3b2fbba2640c70e1	2900	0	151
ea76fb31949edff094341ec6f5a7a55c	2900	0	153
ec17bb49f31bddaf576aa82f0e301864	2900	0	178.5
ecd593252ba0670eb16b761228c1551c	2900	0	152
eece1c909e5701600c67c93ebebe5e26	2900	0	90
f1840c70ff35b4a958f1ff5a8e79c3a5	2900	0	152
f26b4fac6453cb769d848b1b4ad49d81	2900	0	151
f3494e017722f94148597437c40021ce	2900	0	150
f4e5e0f0ba9f6a8e0c7d336eaf0b134e	2900	0	155
f9f1d57d6032fd58ccf06c800ee5036a	2900	0	152
fa8f8dee3687ea7f37e44104c57367ce	2900	0	174
fc0b040df262df8780b704a794eeb17b	2900	0	146.5
fc8e900a141abe9c721774da4a8f0bdf	2900	0	153